"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US22097","St. Landry Parish, Louisiana","20846","1322","null","null","8839","1031","null","null","1355","null","570","null","0","null","201","null","0","null","201","null","1355","570","null","null","1237","481","null","null","101","104","null","null","271","null","208","null","865","null","373","null","1276","null","537","null","366","272","null","null","478","362","null","null","432","null","336","null","2366","null","741","null","1045","null","563","null","775","345","null","null","546","538","null","null","2288","631","null","null","2061","null","612","null","227","null","202","null","0","null","201","null","317","323","null","null","12007","1340","null","null","3660","null","912","null","1474","null","519","null","560","null","393","null","1626","615","null","null","2710","779","null","null","2487","null","726","null","212","null","218","null","11","null","20","null","1951","null","718","null","1935","713","null","null","16","29","null","null","0","null","201","null","1277","null","481","null","1277","null","481","null","0","201","null","null","0","201","null","null","2260","636","null","null","2260","null","636","null","0","null","201","null","0","null","201","null","149","141","null","null",
"0500000US22103","St. Tammany Parish, Louisiana","68885","2468","null","null","45799","2645","null","null","2870","null","1014","null","0","null","201","null","45","null","78","null","2825","1011","null","null","3193","804","null","null","134","162","null","null","634","null","333","null","2425","null","719","null","4783","null","1018","null","167","166","null","null","1040","470","null","null","3576","null","951","null","10789","null","1745","null","2827","null","815","null","3918","1097","null","null","4044","1192","null","null","24102","2083","null","null","15419","null","1648","null","6551","null","1133","null","2132","null","668","null","62","123","null","null","23086","2307","null","null","3009","null","662","null","1089","null","467","null","719","null","365","null","1201","450","null","null","3551","784","null","null","2552","null","709","null","817","null","363","null","182","null","164","null","3501","null","958","null","3150","897","null","null","310","246","null","null","41","null","71","null","4422","null","897","null","4140","null","892","null","282","254","null","null","0","201","null","null","8205","1543","null","null","8205","null","1543","null","0","null","201","null","0","null","201","null","398","282","null","null",
"0500000US22105","Tangipahoa Parish, Louisiana","30800","2032","null","null","16878","2062","null","null","1620","null","725","null","0","null","201","null","0","null","201","null","1620","725","null","null","1994","851","null","null","0","201","null","null","414","null","449","null","1580","null","610","null","2921","null","1016","null","171","271","null","null","524","477","null","null","2226","null","898","null","3557","null","1262","null","1656","null","781","null","1228","890","null","null","673","519","null","null","6786","1351","null","null","5510","null","1432","null","1078","null","571","null","198","null","247","null","0","201","null","null","13922","1743","null","null","3345","null","1046","null","585","null","388","null","1783","null","818","null","977","524","null","null","2871","908","null","null","2423","null","878","null","342","null","272","null","106","null","129","null","2802","null","1118","null","2746","1114","null","null","56","97","null","null","0","null","201","null","1391","null","642","null","1391","null","642","null","0","201","null","null","0","201","null","null","3248","1184","null","null","3248","null","1184","null","0","null","201","null","0","null","201","null","265","337","null","null",
"0500000US22109","Terrebonne Parish, Louisiana","26547","1933","null","null","12484","1634","null","null","826","null","479","null","69","null","119","null","0","null","201","null","757","455","null","null","1784","733","null","null","0","201","null","null","268","null","269","null","1516","null","733","null","1247","null","617","null","169","279","null","null","491","375","null","null","587","null","414","null","1769","null","663","null","609","null","422","null","395","337","null","null","765","457","null","null","6747","1316","null","null","5028","null","1130","null","1719","null","742","null","0","null","201","null","111","141","null","null","14063","1624","null","null","2303","null","747","null","1043","null","528","null","471","null","429","null","789","428","null","null","3609","1077","null","null","3326","null","1070","null","199","null","190","null","84","null","132","null","1664","null","796","null","1664","796","null","null","0","201","null","null","0","null","201","null","2536","null","880","null","2536","null","880","null","0","201","null","null","0","201","null","null","3685","912","null","null","3685","null","912","null","0","null","201","null","0","null","201","null","266","319","null","null",
"0500000US23001","Androscoggin County, Maine","28990","1667","null","null","18274","1596","null","null","976","null","444","null","0","null","159","null","0","null","159","null","976","444","null","null","1273","462","null","null","26","46","null","null","219","null","203","null","1028","null","391","null","2509","null","790","null","185","189","null","null","838","502","null","null","1486","null","538","null","4921","null","1133","null","885","null","395","null","2693","896","null","null","1343","552","null","null","8595","1221","null","null","6472","null","1061","null","1711","null","633","null","412","null","263","null","0","159","null","null","10716","1098","null","null","1791","null","557","null","57","null","71","null","223","null","167","null","1511","501","null","null","2659","699","null","null","901","null","331","null","1353","null","601","null","405","null","238","null","1755","null","553","null","1627","549","null","null","128","128","null","null","0","null","159","null","1885","null","591","null","1825","null","579","null","60","80","null","null","0","159","null","null","2605","541","null","null","2605","null","541","null","0","null","159","null","0","null","159","null","21","36","null","null",
"0500000US23003","Aroostook County, Maine","21215","943","null","null","11129","978","null","null","924","null","313","null","0","null","159","null","15","null","26","null","909","313","null","null","2157","509","null","null","191","164","null","null","460","null","260","null","1506","null","409","null","1922","null","490","null","449","206","null","null","735","301","null","null","738","null","305","null","2905","null","649","null","1641","null","521","null","832","361","null","null","432","201","null","null","3164","581","null","null","2677","null","573","null","434","null","172","null","53","null","57","null","57","70","null","null","10086","778","null","null","2593","null","494","null","614","null","281","null","747","null","278","null","1232","295","null","null","2528","493","null","null","1659","null","429","null","711","null","214","null","158","null","98","null","1603","null","465","null","1500","445","null","null","103","118","null","null","0","null","159","null","1557","null","358","null","1551","null","358","null","6","10","null","null","0","159","null","null","1729","451","null","null","1729","null","451","null","0","null","159","null","0","null","159","null","76","51","null","null",
"0500000US23005","Cumberland County, Maine","79303","2654","null","null","55323","2846","null","null","2505","null","603","null","0","null","159","null","0","null","159","null","2505","603","null","null","4108","1089","null","null","316","407","null","null","304","null","210","null","3488","null","1049","null","4798","null","1027","null","244","226","null","null","992","468","null","null","3562","null","888","null","10221","null","1224","null","1507","null","507","null","3503","990","null","null","5211","892","null","null","33593","2284","null","null","19649","null","2099","null","11001","null","1505","null","2943","null","718","null","98","125","null","null","23980","1994","null","null","3272","null","702","null","454","null","235","null","406","null","208","null","2412","679","null","null","3740","882","null","null","951","null","368","null","1012","null","475","null","1777","null","570","null","3528","null","820","null","2265","704","null","null","1081","399","null","null","182","null","140","null","4734","null","925","null","3988","null","879","null","616","308","null","null","130","140","null","null","8619","1351","null","null","8499","null","1347","null","112","null","130","null","8","null","14","null","87","99","null","null",
"0500000US23011","Kennebec County, Maine","35852","1811","null","null","21845","1724","null","null","1088","null","435","null","0","null","159","null","26","null","45","null","1062","433","null","null","3345","954","null","null","415","288","null","null","479","null","340","null","2451","null","777","null","2990","null","767","null","314","259","null","null","1344","568","null","null","1332","null","484","null","4449","null","894","null","1354","null","460","null","2142","666","null","null","953","520","null","null","9933","1345","null","null","8311","null","1178","null","1350","null","542","null","272","null","174","null","40","64","null","null","14007","1247","null","null","2621","null","703","null","559","null","395","null","229","null","189","null","1833","584","null","null","3117","744","null","null","1537","null","526","null","982","null","413","null","598","null","282","null","2821","null","655","null","2510","569","null","null","311","228","null","null","0","null","159","null","2179","null","460","null","2087","null","489","null","92","110","null","null","0","159","null","null","3153","675","null","null","3153","null","675","null","0","null","159","null","0","null","159","null","116","103","null","null",
"0500000US23019","Penobscot County, Maine","41939","1700","null","null","26532","1485","null","null","2353","null","791","null","0","null","159","null","45","null","54","null","2308","795","null","null","3230","927","null","null","434","529","null","null","519","null","243","null","2277","null","596","null","3519","null","663","null","720","305","null","null","1249","395","null","null","1550","null","457","null","5086","null","984","null","1773","null","563","null","1855","499","null","null","1458","530","null","null","12170","1372","null","null","9465","null","1303","null","2185","null","746","null","520","null","368","null","174","156","null","null","15407","1341","null","null","2970","null","630","null","661","null","248","null","723","null","272","null","1586","497","null","null","3927","885","null","null","1989","null","763","null","1302","null","449","null","636","null","304","null","2719","null","637","null","2243","501","null","null","476","431","null","null","0","null","159","null","2467","null","543","null","2412","null","535","null","55","68","null","null","0","159","null","null","3149","644","null","null","3149","null","644","null","0","null","159","null","0","null","159","null","175","124","null","null",
"0500000US23031","York County, Maine","60933","2177","null","null","41967","2186","null","null","2337","null","798","null","81","null","130","null","0","null","159","null","2256","791","null","null","3970","962","null","null","168","110","null","null","517","null","394","null","3285","null","897","null","3896","null","775","null","165","140","null","null","1209","426","null","null","2522","null","665","null","9128","null","1539","null","1509","null","535","null","4014","1034","null","null","3605","992","null","null","22294","1790","null","null","12081","null","1453","null","8401","null","1323","null","1812","null","668","null","342","382","null","null","18966","1448","null","null","2769","null","660","null","230","null","198","null","514","null","252","null","2025","578","null","null","3454","792","null","null","1407","null","572","null","1332","null","589","null","715","null","375","null","3429","null","693","null","2199","585","null","null","893","333","null","null","337","null","364","null","3986","null","925","null","3656","null","875","null","233","188","null","null","97","162","null","null","5328","1034","null","null","5299","null","1031","null","29","null","35","null","0","null","159","null","0","159","null","null",
"0500000US24001","Allegany County, Maryland","19223","1049","null","null","10209","979","null","null","634","null","276","null","0","null","193","null","51","null","85","null","583","265","null","null","817","353","null","null","61","63","null","null","136","null","132","null","620","null","318","null","1827","null","529","null","482","229","null","null","602","357","null","null","743","null","358","null","1837","null","412","null","739","null","253","null","915","342","null","null","183","128","null","null","5094","781","null","null","4043","null","727","null","995","null","400","null","56","null","65","null","0","193","null","null","9014","887","null","null","2412","null","615","null","410","null","222","null","505","null","217","null","1497","522","null","null","2207","552","null","null","1623","null","455","null","464","null","245","null","120","null","121","null","1528","null","383","null","1365","349","null","null","163","135","null","null","0","null","193","null","1617","null","487","null","1547","null","479","null","70","86","null","null","0","193","null","null","1141","444","null","null","1141","null","444","null","0","null","193","null","0","null","193","null","109","164","null","null",
