"Column Name","Label"
"DP02_0070PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0070PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0071E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0071PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0072E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0072PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0073E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0073PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0074E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0074PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0075E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0075PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0076PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0076EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0077E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077M","Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077MA","Annotation of Estimate Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077PE","Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077PM","Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077PMA","Annotation of Percent Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0077PEA","Annotation of Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!With a disability"
"DP02_0078E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078PE","Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0078PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0079E","Estimate!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079PE","Percent!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0079PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"DP02_0080E","Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080PE","Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0080PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S."
"DP02_0081PE","Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081E","Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0081EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county"
"DP02_0082E","Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082PE","Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0082PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county"
"DP02_0083E","Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083PE","Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0083PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state"
"DP02_0084E","Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084PE","Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0084PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state"
"DP02_0085E","Estimate!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085M","Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085MA","Annotation of Estimate Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085PM","Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085PMA","Annotation of Percent Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085PE","Percent!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0085PEA","Annotation of Percent!!RESIDENCE 1 YEAR AGO!!Abroad"
"DP02_0086M","Estimate Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0086MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0086PE","Percent!!PLACE OF BIRTH!!Total population"
"DP02_0086PEA","Annotation of Percent!!PLACE OF BIRTH!!Total population"
"DP02_0086PM","Percent Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0086PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0086E","Estimate!!PLACE OF BIRTH!!Total population"
"DP02_0086EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population"
"DP02_0087PE","Percent!!PLACE OF BIRTH!!Native"
"DP02_0087PM","Percent Margin of Error!!PLACE OF BIRTH!!Native"
"DP02_0087PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Native"
"DP02_0087PEA","Annotation of Percent!!PLACE OF BIRTH!!Native"
"DP02_0087M","Estimate Margin of Error!!PLACE OF BIRTH!!Native"
"DP02_0087MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Native"
"DP02_0087E","Estimate!!PLACE OF BIRTH!!Native"
"DP02_0087EA","Annotation of Estimate!!PLACE OF BIRTH!!Native"
"DP02_0088E","Estimate!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088EA","Annotation of Estimate!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088M","Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088PE","Percent!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088PM","Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0088PEA","Annotation of Percent!!PLACE OF BIRTH!!Native!!Born in United States"
"DP02_0089E","Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089M","Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089EA","Annotation of Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089PE","Percent!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089PM","Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0089PEA","Annotation of Percent!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence"
"DP02_0090E","Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090EA","Annotation of Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090M","Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090PE","Percent!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090PM","Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0090PEA","Annotation of Percent!!PLACE OF BIRTH!!Native!!Born in United States!!Different state"
"DP02_0091E","Estimate!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091EA","Annotation of Estimate!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091M","Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091PE","Percent!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091PM","Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0091PEA","Annotation of Percent!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0092E","Estimate!!PLACE OF BIRTH!!Foreign born"
"DP02_0092EA","Annotation of Estimate!!PLACE OF BIRTH!!Foreign born"
"DP02_0092M","Estimate Margin of Error!!PLACE OF BIRTH!!Foreign born"
"DP02_0092MA","Annotation of Estimate Margin of Error!!PLACE OF BIRTH!!Foreign born"
"DP02_0092PE","Percent!!PLACE OF BIRTH!!Foreign born"
"DP02_0092PM","Percent Margin of Error!!PLACE OF BIRTH!!Foreign born"
"DP02_0092PMA","Annotation of Percent Margin of Error!!PLACE OF BIRTH!!Foreign born"
"DP02_0092PEA","Annotation of Percent!!PLACE OF BIRTH!!Foreign born"
"DP02_0093E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093M","Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093MA","Annotation of Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093PE","Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093PEA","Annotation of Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0093PMA","Annotation of Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0094E","Estimate!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094M","Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094MA","Annotation of Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094PE","Percent!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094PEA","Annotation of Percent!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0094PMA","Annotation of Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen"
"DP02_0095E","Estimate!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095M","Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095MA","Annotation of Estimate Margin of Error!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095PE","Percent!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095PM","Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095PMA","Annotation of Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0095PEA","Annotation of Percent!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen"
"DP02_0096E","Estimate!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096M","Estimate Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096PE","Percent!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096PM","Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0096PEA","Annotation of Percent!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0097E","Estimate!!YEAR OF ENTRY!!Native"
"DP02_0097M","Estimate Margin of Error!!YEAR OF ENTRY!!Native"
"DP02_0097MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Native"
"DP02_0097EA","Annotation of Estimate!!YEAR OF ENTRY!!Native"
"DP02_0097PE","Percent!!YEAR OF ENTRY!!Native"
"DP02_0097PEA","Annotation of Percent!!YEAR OF ENTRY!!Native"
"DP02_0097PM","Percent Margin of Error!!YEAR OF ENTRY!!Native"
"DP02_0097PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Native"
"DP02_0098E","Estimate!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098M","Estimate Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098EA","Annotation of Estimate!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098PE","Percent!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098PEA","Annotation of Percent!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098PM","Percent Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0098PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0099E","Estimate!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099EA","Annotation of Estimate!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099M","Estimate Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099PE","Percent!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099PM","Percent Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0099PEA","Annotation of Percent!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0100E","Estimate!!YEAR OF ENTRY!!Foreign born"
"DP02_0100EA","Annotation of Estimate!!YEAR OF ENTRY!!Foreign born"
"DP02_0100M","Estimate Margin of Error!!YEAR OF ENTRY!!Foreign born"
"DP02_0100MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Foreign born"
"DP02_0100PE","Percent!!YEAR OF ENTRY!!Foreign born"
"DP02_0100PEA","Annotation of Percent!!YEAR OF ENTRY!!Foreign born"
"DP02_0100PM","Percent Margin of Error!!YEAR OF ENTRY!!Foreign born"
"DP02_0100PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Foreign born"
"DP02_0101E","Estimate!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101EA","Annotation of Estimate!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101M","Estimate Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101PE","Percent!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101PM","Percent Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0101PEA","Annotation of Percent!!YEAR OF ENTRY!!Entered 2000 or later"
"DP02_0102E","Estimate!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102EA","Annotation of Estimate!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102M","Estimate Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102MA","Annotation of Estimate Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102PE","Percent!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102PEA","Annotation of Percent!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102PM","Percent Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
"DP02_0102PMA","Annotation of Percent Margin of Error!!YEAR OF ENTRY!!Entered before 2000"
