"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008M","B25101_008MA","B25101_008EA","B25101_009E","B25101_009EA","B25101_009M","B25101_009MA","B25101_010E","B25101_010EA","B25101_010M","B25101_010MA","B25101_011E","B25101_011EA","B25101_011M","B25101_011MA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030M","B25101_030MA","B25101_030EA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033EA","B25101_033M","B25101_033MA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041M","B25101_041MA","B25101_041EA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US35025","Lea County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US35031","McKinley County, New Mexico","15496","null","852","null","4637","944","null","null","405","208","null","null","0","201","null","null","8","null","14","null","397","null","208","null","862","null","544","null","116","108","null","null","59","null","55","null","687","null","531","null","284","null","215","null","101","133","null","null","173","164","null","null","10","17","null","null","1310","null","645","null","718","null","518","null","378","null","253","null","214","null","243","null","1553","659","null","null","1253","null","529","null","300","null","309","null","0","null","201","null","223","null","297","null","10859","null","959","null","3521","595","null","null","2266","422","null","null","742","null","412","null","513","null","190","null","2068","null","496","null","2005","501","null","null","63","null","61","null","0","null","201","null","1469","null","402","null","1372","null","389","null","66","118","null","null","31","51","null","null","1566","null","474","null","1566","null","474","null","0","null","201","null","0","null","201","null","1729","535","null","null","1729","null","535","null","0","null","201","null","0","null","201","null","506","null","199","null",
"0500000US35035","Otero County, New Mexico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US35043","Sandoval County, New Mexico","37892","null","1544","null","23767","1669","null","null","1161","466","null","null","0","201","null","null","0","null","201","null","1161","null","466","null","1339","null","539","null","0","201","null","null","52","null","66","null","1287","null","542","null","3952","null","1259","null","38","45","null","null","1128","553","null","null","2786","1115","null","null","6065","null","1409","null","1298","null","557","null","3373","null","1060","null","1394","null","635","null","11214","1328","null","null","8551","null","1262","null","2263","null","845","null","400","null","272","null","36","null","36","null","14125","null","1336","null","2691","695","null","null","793","349","null","null","451","null","311","null","1447","null","544","null","2264","null","604","null","1773","575","null","null","229","null","159","null","262","null","260","null","1772","null","526","null","1772","null","526","null","0","201","null","null","0","201","null","null","2870","null","785","null","2870","null","785","null","0","null","201","null","0","null","201","null","4442","821","null","null","4442","null","821","null","0","null","201","null","0","null","201","null","86","null","117","null",
"0500000US35045","San Juan County, New Mexico","31302","null","1527","null","13155","1199","null","null","1046","507","null","null","0","201","null","null","11","null","19","null","1035","null","507","null","1194","null","555","null","29","36","null","null","212","null","149","null","953","null","501","null","1702","null","651","null","168","158","null","null","747","474","null","null","787","357","null","null","2594","null","727","null","850","null","438","null","1098","null","488","null","646","null","358","null","6450","950","null","null","4665","null","831","null","1410","null","512","null","375","null","265","null","169","null","185","null","18147","null","1510","null","4288","914","null","null","1348","380","null","null","1216","null","566","null","1724","null","607","null","3296","null","740","null","2660","698","null","null","537","null","272","null","99","null","109","null","2648","null","699","null","2572","null","718","null","76","121","null","null","0","201","null","null","2599","null","708","null","2599","null","708","null","0","null","201","null","0","null","201","null","4492","908","null","null","4492","null","908","null","0","null","201","null","0","null","201","null","824","null","452","null",
"0500000US35049","Santa Fe County, New Mexico","44632","null","1602","null","25277","1664","null","null","1910","672","null","null","0","201","null","null","84","null","100","null","1826","null","674","null","2166","null","585","null","0","201","null","null","266","null","175","null","1900","null","581","null","3491","null","787","null","203","200","null","null","1137","483","null","null","2151","674","null","null","3961","null","889","null","693","null","335","null","1631","null","650","null","1637","null","459","null","13727","1294","null","null","8865","null","1094","null","3182","null","692","null","1680","null","559","null","22","null","37","null","19355","null","1487","null","2400","700","null","null","761","407","null","null","394","null","230","null","1245","null","466","null","3131","null","711","null","1917","535","null","null","681","null","340","null","533","null","393","null","2853","null","667","null","1964","null","548","null","851","532","null","null","38","65","null","null","3994","null","921","null","3943","null","930","null","24","null","40","null","27","null","44","null","6667","896","null","null","6623","null","887","null","0","null","201","null","44","null","76","null","310","null","200","null",
"0500000US35061","Valencia County, New Mexico","22748","null","1518","null","11828","1418","null","null","1178","602","null","null","27","47","null","null","0","null","201","null","1151","null","598","null","2091","null","819","null","190","220","null","null","455","null","361","null","1446","null","703","null","1177","null","541","null","163","194","null","null","544","361","null","null","470","320","null","null","2703","null","768","null","1112","null","528","null","1254","null","573","null","337","null","326","null","4679","1087","null","null","3596","null","939","null","1083","null","508","null","0","null","201","null","0","null","201","null","10920","null","1410","null","3133","915","null","null","948","592","null","null","763","null","503","null","1422","null","601","null","2511","null","929","null","1781","744","null","null","663","null","479","null","67","null","122","null","1739","null","673","null","1538","null","660","null","201","190","null","null","0","201","null","null","1371","null","449","null","1371","null","449","null","0","null","201","null","0","null","201","null","2001","626","null","null","2001","null","626","null","0","null","201","null","0","null","201","null","165","null","164","null",
"0500000US36001","Albany County, New York","71321","null","2653","null","44697","2855","null","null","1447","636","null","null","77","128","null","null","0","null","201","null","1370","null","625","null","2455","null","814","null","68","111","null","null","195","null","320","null","2192","null","795","null","3106","null","976","null","54","91","null","null","400","242","null","null","2652","936","null","null","6007","null","1175","null","1028","null","479","null","2657","null","819","null","2322","null","706","null","31594","2365","null","null","20841","null","2162","null","8827","null","1479","null","1926","null","540","null","88","null","139","null","26624","null","1954","null","2103","712","null","null","298","268","null","null","415","null","341","null","1390","null","527","null","4032","null","825","null","1595","552","null","null","1165","null","424","null","1272","null","543","null","2407","null","734","null","1747","null","645","null","581","357","null","null","79","104","null","null","4666","null","1021","null","4247","null","1000","null","394","null","274","null","25","null","43","null","13260","1616","null","null","13238","null","1617","null","22","null","35","null","0","null","201","null","156","null","150","null",
"0500000US36005","Bronx County, New York","93671","null","3578","null","52567","3257","null","null","2160","767","null","null","0","201","null","null","0","null","201","null","2160","null","767","null","3076","null","771","null","116","147","null","null","0","null","201","null","2960","null","770","null","3546","null","988","null","136","160","null","null","63","107","null","null","3347","943","null","null","8569","null","1496","null","1021","null","534","null","1041","null","502","null","6507","null","1379","null","35069","2778","null","null","15353","null","1894","null","9847","null","1482","null","9869","null","1954","null","147","null","150","null","41104","null","3025","null","6160","1382","null","null","1041","555","null","null","243","null","263","null","4876","null","1257","null","4541","null","1139","null","1553","772","null","null","785","null","400","null","2203","null","723","null","3888","null","1326","null","2174","null","1237","null","973","401","null","null","741","332","null","null","7647","null","1726","null","4734","null","1259","null","1806","null","652","null","1107","null","560","null","17552","2370","null","null","17027","null","2287","null","402","null","292","null","123","null","130","null","1316","null","633","null",
"0500000US36007","Broome County, New York","48458","null","2470","null","26977","2172","null","null","1435","697","null","null","0","201","null","null","0","null","201","null","1435","null","697","null","2021","null","642","null","55","93","null","null","433","null","261","null","1533","null","566","null","2999","null","732","null","380","253","null","null","1409","531","null","null","1210","402","null","null","5752","null","985","null","2588","null","722","null","2511","null","719","null","653","null","367","null","14540","1755","null","null","12192","null","1812","null","2103","null","696","null","245","null","184","null","230","null","321","null","21481","null","1898","null","3604","971","null","null","601","392","null","null","608","null","299","null","2395","null","764","null","3587","null","957","null","1626","606","null","null","1436","null","520","null","525","null","354","null","2688","null","712","null","2273","null","630","null","399","278","null","null","16","26","null","null","4146","null","764","null","3854","null","731","null","292","null","213","null","0","null","201","null","7310","1088","null","null","7140","null","1088","null","91","null","154","null","79","null","136","null","146","null","143","null",
"0500000US36009","Cattaraugus County, New York","22926","null","1221","null","11602","1204","null","null","701","264","null","null","0","201","null","null","86","null","145","null","615","null","236","null","1650","null","484","null","116","131","null","null","350","null","216","null","1184","null","450","null","1263","null","462","null","477","314","null","null","462","292","null","null","324","177","null","null","2848","null","558","null","1651","null","421","null","893","null","355","null","304","null","151","null","5126","842","null","null","4316","null","765","null","730","null","266","null","80","null","96","null","14","null","23","null","11324","null","864","null","1926","451","null","null","313","146","null","null","388","null","179","null","1225","null","393","null","2363","null","563","null","1256","398","null","null","578","null","232","null","529","null","279","null","1596","null","367","null","1269","null","338","null","301","192","null","null","26","32","null","null","2047","null","392","null","1930","null","391","null","117","null","84","null","0","null","201","null","3250","570","null","null","3250","null","570","null","0","null","201","null","0","null","201","null","142","null","126","null",
