"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002EA","B25101_002M","B25101_002MA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005EA","B25101_005M","B25101_005MA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014EA","B25101_014M","B25101_014MA","B25101_015E","B25101_015EA","B25101_015M","B25101_015MA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020EA","B25101_020M","B25101_020MA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024EA","B25101_024M","B25101_024MA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0400000US15","Hawaii","306653","null","6699","null","196857","null","5777","null","7460","null","1869","null","0","null","200","null","0","null","200","null","7460","null","1869","null","8475","null","1641","null","13","null","22","null","122","102","null","null","8340","1635","null","null","12222","2372","null","null","490","389","null","null","686","485","null","null","11046","null","2314","null","23737","null","2809","null","1352","null","611","null","3410","null","881","null","18975","2506","null","null","143349","null","4486","null","62716","null","3365","null","45230","3387","null","null","35403","3227","null","null","1614","701","null","null","109796","null","4579","null","11892","null","1937","null","1827","null","611","null","1897","null","798","null","8168","null","1762","null","10282","null","1582","null","3846","null","894","null","1890","635","null","null","4546","1143","null","null","10037","1494","null","null","6514","null","1151","null","2109","null","640","null","1414","null","568","null","19420","null","2231","null","16337","null","2003","null","1892","null","641","null","1191","493","null","null","56076","null","3385","null","55145","null","3415","null","757","null","403","null","174","138","null","null","2089","736","null","null",
"0400000US16","Idaho","498872","null","7387","null","319104","null","7160","null","14793","null","2421","null","8","null","16","null","87","null","103","null","14698","null","2429","null","22544","null","2676","null","887","null","475","null","1761","769","null","null","19896","2716","null","null","26412","3045","null","null","1951","803","null","null","7578","1549","null","null","16883","null","2485","null","63133","null","4680","null","16440","null","2406","null","24895","null","3345","null","21798","3221","null","null","190719","null","6948","null","135506","null","5858","null","46640","3877","null","null","8573","1897","null","null","1503","803","null","null","179768","null","5422","null","22404","null","2498","null","3110","null","784","null","4783","null","1043","null","14511","null","2342","null","26738","null","2722","null","17240","null","2293","null","6233","1309","null","null","3265","908","null","null","24108","2422","null","null","21076","null","2319","null","2056","null","677","null","976","null","604","null","34021","null","3005","null","32716","null","2946","null","968","null","603","null","337","275","null","null","69030","null","4173","null","68675","null","4190","null","132","null","220","null","223","240","null","null","3467","1076","null","null",
"0400000US17","Illinois","3370654","null","19529","null","2065190","null","18472","null","84373","null","5466","null","199","null","193","null","955","null","414","null","83219","null","5436","null","120082","null","6666","null","3040","null","685","null","13214","1982","null","null","103828","6072","null","null","160380","6753","null","null","14397","1673","null","null","36954","2964","null","null","109029","null","5566","null","310129","null","8864","null","68987","null","3928","null","111339","null","5835","null","129803","6739","null","null","1375444","null","15646","null","894462","null","13888","null","359925","10220","null","null","121057","6056","null","null","14782","2901","null","null","1305464","null","14641","null","144962","null","6045","null","14286","null","1706","null","17489","null","2000","null","113187","null","5414","null","158562","null","6019","null","57788","null","3351","null","50252","3663","null","null","50522","3084","null","null","159926","5406","null","null","99624","null","4564","null","42632","null","3224","null","17670","null","1922","null","233809","null","7132","null","195009","null","6745","null","30632","null","3020","null","8168","1506","null","null","591427","null","12186","null","572949","null","12255","null","13723","null","2107","null","4755","1127","null","null","16778","2432","null","null",
"0400000US18","Indiana","1905849","null","13015","null","1224548","null","12599","null","55374","null","3782","null","443","null","457","null","527","null","273","null","54404","null","3656","null","98193","null","5651","null","3428","null","919","null","17588","1871","null","null","77177","5638","null","null","114517","5753","null","null","20547","2043","null","null","45549","3249","null","null","48421","null","3616","null","234714","null","7166","null","103077","null","5212","null","99154","null","5039","null","32483","3152","null","null","716102","null","11463","null","588627","null","11203","null","104859","5908","null","null","22616","2287","null","null","5648","1332","null","null","681301","null","13659","null","85167","null","5351","null","11409","null","1660","null","19921","null","2134","null","53837","null","3897","null","102763","null","4669","null","63108","null","3923","null","28467","2317","null","null","11188","1717","null","null","95093","4880","null","null","84032","null","4408","null","9954","null","2114","null","1107","null","398","null","140090","null","6307","null","136581","null","6252","null","2765","null","1072","null","744","673","null","null","250490","null","7307","null","249586","null","7269","null","714","null","331","null","190","188","null","null","7698","1441","null","null",
"0400000US19","Iowa","935111","null","9676","null","562854","null","9824","null","20143","null","2084","null","69","null","122","null","287","null","202","null","19787","null","2068","null","36101","null","2888","null","616","null","226","null","5321","1106","null","null","30164","2722","null","null","50279","3262","null","null","5001","946","null","null","19365","1898","null","null","25913","null","2304","null","101915","null","5156","null","34370","null","2667","null","44137","null","3381","null","23408","2703","null","null","352489","null","7947","null","274825","null","6752","null","64153","4103","null","null","13511","1946","null","null","1927","796","null","null","372257","null","6246","null","40468","null","2707","null","4845","null","858","null","6968","null","1363","null","28655","null","2661","null","52904","null","2651","null","23748","null","1962","null","17063","1504","null","null","12093","1990","null","null","50281","3014","null","null","40523","null","2483","null","7697","null","1358","null","2061","null","681","null","73799","null","3612","null","70320","null","3483","null","2976","null","756","null","503","265","null","null","151495","null","4991","null","150597","null","5037","null","716","null","323","null","182","175","null","null","3310","715","null","null",
"0400000US20","Kansas","776740","null","8683","null","450043","null","7748","null","18091","null","2095","null","13","null","22","null","45","null","56","null","18033","null","2081","null","28192","null","2536","null","488","null","217","null","4381","926","null","null","23323","2337","null","null","39408","3060","null","null","5191","1069","null","null","13463","2051","null","null","20754","null","1978","null","78420","null","4184","null","23079","null","2190","null","31297","null","2861","null","24044","2548","null","null","283783","null","6494","null","208790","null","5916","null","61853","3435","null","null","13140","1730","null","null","2149","883","null","null","326697","null","7010","null","35362","null","2451","null","3594","null","739","null","6854","null","1106","null","24914","null","2148","null","46236","null","2921","null","21076","null","2449","null","16093","1822","null","null","9067","1359","null","null","45327","3174","null","null","35698","null","2495","null","7851","null","1444","null","1778","null","615","null","65117","null","3967","null","59580","null","3565","null","4395","null","1025","null","1142","618","null","null","130907","null","4881","null","130083","null","4978","null","660","null","302","null","164","152","null","null","3748","1176","null","null",
"0400000US21","Kentucky","1225996","null","12463","null","699673","null","11416","null","41894","null","3689","null","90","null","152","null","522","null","376","null","41282","null","3655","null","56151","null","3670","null","1975","null","551","null","9476","1253","null","null","44700","3221","null","null","72364","3792","null","null","10158","1864","null","null","28643","2931","null","null","33563","null","2995","null","127155","null","6363","null","46832","null","3460","null","56208","null","4128","null","24115","2579","null","null","397482","null","7529","null","318251","null","7481","null","65718","4504","null","null","13513","2157","null","null","4627","1061","null","null","526323","null","9759","null","90728","null","4983","null","18411","null","1872","null","20783","null","2134","null","51534","null","3440","null","85923","null","4030","null","56379","null","3063","null","20046","2408","null","null","9498","1541","null","null","71838","4506","null","null","66181","null","4316","null","4519","null","1002","null","1138","null","604","null","98511","null","4853","null","95446","null","4828","null","2636","null","789","null","429","285","null","null","170542","null","6253","null","169577","null","6230","null","748","null","417","null","217","164","null","null","8781","1533","null","null",
"0400000US22","Louisiana","1200910","null","11783","null","638189","null","12346","null","42442","null","4554","null","77","null","89","null","392","null","297","null","41973","null","4521","null","50167","null","4533","null","990","null","644","null","7445","1719","null","null","41732","3758","null","null","63402","5449","null","null","6118","1634","null","null","19493","3003","null","null","37791","null","3815","null","120504","null","7192","null","32978","null","3666","null","53400","null","4901","null","34126","4018","null","null","356168","null","10075","null","272956","null","9157","null","64317","5171","null","null","18895","2532","null","null","5506","1725","null","null","562721","null","11098","null","105775","null","5669","null","29144","null","3032","null","21309","null","3110","null","55322","null","4112","null","95275","null","5295","null","68932","null","4556","null","16787","1918","null","null","9556","1542","null","null","77488","5543","null","null","70108","null","5126","null","5180","null","1229","null","2200","null","977","null","92469","null","5608","null","88441","null","5616","null","2541","null","908","null","1487","781","null","null","183109","null","7033","null","182175","null","7050","null","711","null","499","null","223","209","null","null","8605","1780","null","null",
"0400000US23","Maine","444231","null","5856","null","268067","null","5949","null","12589","null","1923","null","0","null","182","null","31","null","41","null","12558","null","1923","null","18615","null","2139","null","327","null","237","null","2316","721","null","null","15972","1984","null","null","24301","2384","null","null","3275","933","null","null","6293","1095","null","null","14733","null","1973","null","42044","null","3085","null","12585","null","1572","null","16429","null","2199","null","13030","1992","null","null","169026","null","5098","null","117642","null","5504","null","40812","3587","null","null","10572","1544","null","null","1492","744","null","null","176164","null","4923","null","24037","null","2063","null","3107","null","693","null","4213","null","950","null","16717","null","1811","null","26630","null","2231","null","12906","null","1526","null","7041","1094","null","null","6683","1345","null","null","26449","2707","null","null","19827","null","2214","null","5232","null","1198","null","1390","null","514","null","34349","null","2723","null","30914","null","2565","null","3135","null","833","null","300","207","null","null","62110","null","3432","null","61667","null","3396","null","375","null","206","null","68","100","null","null","2589","821","null","null",
"0400000US24","Maryland","1597663","null","11011","null","1142247","null","12653","null","42053","null","3835","null","381","null","530","null","248","null","261","null","41424","null","3822","null","43816","null","4119","null","517","null","317","null","2753","824","null","null","40546","3765","null","null","62378","4477","null","null","2842","892","null","null","6699","1107","null","null","52837","null","4140","null","134609","null","6229","null","16105","null","1766","null","42689","null","3022","null","75815","4825","null","null","853639","null","13053","null","537984","null","10465","null","228167","7360","null","null","87488","4565","null","null","5752","1410","null","null","455416","null","8029","null","44498","null","3574","null","1778","null","658","null","5098","null","1180","null","37622","null","3427","null","45298","null","3334","null","15003","null","1868","null","14668","1905","null","null","15627","2124","null","null","43049","2375","null","null","28647","null","2337","null","10759","null","1618","null","3643","null","740","null","72250","null","4011","null","65490","null","3786","null","5526","null","989","null","1234","511","null","null","244312","null","5954","null","239801","null","5991","null","3450","null","899","null","1061","423","null","null","6009","1330","null","null",
